HR_EARN_CODE_SECURITY_ID,LOCATION,DEPT,HR_SAL_GROUP,EARN_CODE,EARN_CODE_TYPE,EMPLOYEE,APPROVER,EFFDT,TIMESTAMP,ACTIVE,USER_PRINCIPAL_ID,OBJ_ID,VER_NBR,GRP_KEY_CD
10026,%,%,CL,HOF,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339662185E0404F0A27625B96,1,IU-IN
10027,%,%,CL,HOL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339672185E0404F0A27625B96,1,IU-IN
10028,%,%,CL,HTK,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339682185E0404F0A27625B96,1,IU-IN
10029,%,%,CL,INA,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339692185E0404F0A27625B96,1,IU-IN
10030,%,%,CL,IND,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA63396A2185E0404F0A27625B96,1,IU-IN
10031,%,%,CL,INJ,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA63396B2185E0404F0A27625B96,1,IU-IN
10032,%,%,CL,INV,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA63396C2185E0404F0A27625B96,1,IU-IN
10033,%,%,CL,MIL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA63396D2185E0404F0A27625B96,1,IU-IN
10034,%,%,CL,PRM,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339702185E0404F0A27625B96,1,IU-IN
10035,%,%,CL,SBY,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339712185E0404F0A27625B96,1,IU-IN
10036,%,%,CL,SCK,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339722185E0404F0A27625B96,1,IU-IN
10037,%,%,CL,SFC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339732185E0404F0A27625B96,1,IU-IN
10038,%,%,CL,SFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339742185E0404F0A27625B96,1,IU-IN
10039,%,%,CL,SWP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339802185E0404F0A27625B96,1,IU-IN
10040,%,%,CL,TDC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,N,admin,AD11FA6339812185E0404F0A27625B96,1,IU-IN
10041,%,%,CL,TDP,T,Y,Y,1901-01-01,2011-09-16 11:52:00,N,admin,AD11FA6339822185E0404F0A27625B96,1,IU-IN
10042,%,%,CL,TUH,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339832185E0404F0A27625B96,1,IU-IN
10043,%,%,CL,UNB,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339842185E0404F0A27625B96,1,IU-IN
10044,%,%,CL,VAC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339852185E0404F0A27625B96,1,IU-IN
10045,%,%,CL,VFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339862185E0404F0A27625B96,1,IU-IN
10046,%,%,CL,VMF,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339872185E0404F0A27625B96,1,IU-IN
10047,%,%,CL,VML,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339882185E0404F0A27625B96,1,IU-IN
10048,%,%,CL,VNL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA6339892185E0404F0A27625B96,1,IU-IN
10049,%,%,CL,VTE,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA63398A2185E0404F0A27625B96,1,IU-IN
10050,%,%,CL,WTH,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA63398B2185E0404F0A27625B96,1,IU-IN
10051,%,%,HP,EWP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633A012185E0404F0A27625B96,1,IU-IN
10052,%,%,HP,HIP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633A032185E0404F0A27625B96,1,IU-IN
10053,%,%,HP,PRM,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633A062185E0404F0A27625B96,1,IU-IN
10054,%,%,HR,EWP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633A1D2185E0404F0A27625B96,1,IU-IN
10055,%,%,HR,HIP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633A1F2185E0404F0A27625B96,1,IU-IN
10056,%,%,HR,PRM,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633A222185E0404F0A27625B96,1,IU-IN
10057,%,%,HS,EWP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633A392185E0404F0A27625B96,1,IU-IN
10058,%,%,HS,HIP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633A3B2185E0404F0A27625B96,1,IU-IN
10059,%,%,HS,PRM,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633A3E2185E0404F0A27625B96,1,IU-IN
10060,%,%,PAO,ABS,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633ADF2185E0404F0A27625B96,1,IU-IN
10061,%,%,PAO,ADW,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AE02185E0404F0A27625B96,1,IU-IN
10062,%,%,PAO,AFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AE12185E0404F0A27625B96,1,IU-IN
10063,%,%,PAO,AMC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AE22185E0404F0A27625B96,1,IU-IN
10064,%,%,PAO,AML,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AE32185E0404F0A27625B96,1,IU-IN
10065,%,%,PAO,ANP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AE42185E0404F0A27625B96,1,IU-IN
10066,%,%,PAO,AWB,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AE52185E0404F0A27625B96,1,IU-IN
10067,%,%,PAO,CPF,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AE62185E0404F0A27625B96,1,IU-IN
10068,%,%,PAO,CPH,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AE72185E0404F0A27625B96,1,IU-IN
10069,%,%,PAO,CPM,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AE82185E0404F0A27625B96,1,IU-IN
10070,%,%,PAO,CPT,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AE92185E0404F0A27625B96,1,IU-IN
10071,%,%,PAO,CTD,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AEA2185E0404F0A27625B96,1,IU-IN
10072,%,%,PAO,EWP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AEB2185E0404F0A27625B96,1,IU-IN
10073,%,%,PAO,HAC,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AEC2185E0404F0A27625B96,1,IU-IN
10074,%,%,PAO,HFC,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AED2185E0404F0A27625B96,1,IU-IN
10075,%,%,PAO,HFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AEE2185E0404F0A27625B96,1,IU-IN
10076,%,%,PAO,HNC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AEF2185E0404F0A27625B96,1,IU-IN
10077,%,%,PAO,HNF,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AF02185E0404F0A27625B96,1,IU-IN
10078,%,%,PAO,HOC,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AF12185E0404F0A27625B96,1,IU-IN
10079,%,%,PAO,HOF,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AF22185E0404F0A27625B96,1,IU-IN
10080,%,%,PAO,HOL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AF32185E0404F0A27625B96,1,IU-IN
10081,%,%,PAO,HON,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AF42185E0404F0A27625B96,1,IU-IN
10082,%,%,PAO,HTK,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AF52185E0404F0A27625B96,1,IU-IN
10083,%,%,PAO,IJV,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AF62185E0404F0A27625B96,1,IU-IN
10084,%,%,PAO,INA,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AF72185E0404F0A27625B96,1,IU-IN
10085,%,%,PAO,IND,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AF82185E0404F0A27625B96,1,IU-IN
10086,%,%,PAO,INJ,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AF92185E0404F0A27625B96,1,IU-IN
10087,%,%,PAO,MIL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AFA2185E0404F0A27625B96,1,IU-IN
10088,%,%,PAO,PFC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AFB2185E0404F0A27625B96,1,IU-IN
10089,%,%,PAO,PFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AFC2185E0404F0A27625B96,1,IU-IN
10090,%,%,PAO,PMF,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AFD2185E0404F0A27625B96,1,IU-IN
10091,%,%,PAO,PML,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AFE2185E0404F0A27625B96,1,IU-IN
10092,%,%,PAO,PTO,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633AFF2185E0404F0A27625B96,1,IU-IN
10093,%,%,PAO,SCK,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633B002185E0404F0A27625B96,1,IU-IN
10094,%,%,PAO,SFC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633B012185E0404F0A27625B96,1,IU-IN
10095,%,%,PAO,SFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633B022185E0404F0A27625B96,1,IU-IN
10096,%,%,PAO,SWP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633B032185E0404F0A27625B96,1,IU-IN
10097,%,%,PAO,TUH,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633B042185E0404F0A27625B96,1,IU-IN
10098,%,%,PAO,VTE,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633B052185E0404F0A27625B96,1,IU-IN
10099,%,%,PAO,WTH,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633B062185E0404F0A27625B96,1,IU-IN
10100,%,%,SM,ABS,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BB42185E0404F0A27625B96,1,IU-IN
10101,%,%,SM,ADW,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BB52185E0404F0A27625B96,1,IU-IN
10102,%,%,SM,AFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BB62185E0404F0A27625B96,1,IU-IN
10103,%,%,SM,AMC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BB72185E0404F0A27625B96,1,IU-IN
10104,%,%,SM,AML,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BB82185E0404F0A27625B96,1,IU-IN
10105,%,%,SM,ANV,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BB92185E0404F0A27625B96,1,IU-IN
10106,%,%,SM,AWB,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BBA2185E0404F0A27625B96,1,IU-IN
10107,%,%,SM,CAL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BBB2185E0404F0A27625B96,1,IU-IN
10108,%,%,SM,CPF,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BBC2185E0404F0A27625B96,1,IU-IN
10109,%,%,SM,CPH,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BBD2185E0404F0A27625B96,1,IU-IN
10110,%,%,SM,CPM,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BBE2185E0404F0A27625B96,1,IU-IN
10111,%,%,SM,CPT,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BBF2185E0404F0A27625B96,1,IU-IN
10112,%,%,SM,CTD,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BC02185E0404F0A27625B96,1,IU-IN
10113,%,%,SM,EDT,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BC12185E0404F0A27625B96,1,IU-IN
10114,%,%,SM,ERT,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BC32185E0404F0A27625B96,1,IU-IN
10115,%,%,SM,ETP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BC42185E0404F0A27625B96,1,IU-IN
10116,%,%,SM,EWP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BC52185E0404F0A27625B96,1,IU-IN
10117,%,%,SM,FNL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BC62185E0404F0A27625B96,1,IU-IN
10118,%,%,SM,HAC,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BC82185E0404F0A27625B96,1,IU-IN
10119,%,%,SM,HBL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BCA2185E0404F0A27625B96,1,IU-IN
10120,%,%,SM,HBV,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BCB2185E0404F0A27625B96,1,IU-IN
10121,%,%,SM,HFC,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BCC2185E0404F0A27625B96,1,IU-IN
10122,%,%,SM,HFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BCD2185E0404F0A27625B96,1,IU-IN
10123,%,%,SM,HIP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BCF2185E0404F0A27625B96,1,IU-IN
10124,%,%,SM,HOC,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BD02185E0404F0A27625B96,1,IU-IN
10125,%,%,SM,HOF,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BD12185E0404F0A27625B96,1,IU-IN
10126,%,%,SM,HOL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BD22185E0404F0A27625B96,1,IU-IN
10127,%,%,SM,HSB,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BD32185E0404F0A27625B96,1,IU-IN
10128,%,%,SM,HTK,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BD42185E0404F0A27625B96,1,IU-IN
10129,%,%,SM,INA,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BD52185E0404F0A27625B96,1,IU-IN
10130,%,%,SM,IND,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BD62185E0404F0A27625B96,1,IU-IN
10131,%,%,SM,INJ,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BD72185E0404F0A27625B96,1,IU-IN
10132,%,%,SM,INV,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BD82185E0404F0A27625B96,1,IU-IN
10133,%,%,SM,MIL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BD92185E0404F0A27625B96,1,IU-IN
10134,%,%,SM,PRM,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BDC2185E0404F0A27625B96,1,IU-IN
10135,%,%,SM,SBY,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BDD2185E0404F0A27625B96,1,IU-IN
10136,%,%,SM,SCK,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BDE2185E0404F0A27625B96,1,IU-IN
10137,%,%,SM,SCP,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BDF2185E0404F0A27625B96,1,IU-IN
10138,%,%,SM,SFC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BE02185E0404F0A27625B96,1,IU-IN
10139,%,%,SM,SFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BE12185E0404F0A27625B96,1,IU-IN
10140,%,%,SM,SWP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BED2185E0404F0A27625B96,1,IU-IN
10141,%,%,SM,TDC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,N,admin,AD11FA633BEE2185E0404F0A27625B96,1,IU-IN
10142,%,%,SM,TDP,T,Y,Y,1901-01-01,2011-09-16 11:52:00,N,admin,AD11FA633BEF2185E0404F0A27625B96,1,IU-IN
10143,%,%,SM,TUH,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BF02185E0404F0A27625B96,1,IU-IN
10144,%,%,SM,UNB,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BF12185E0404F0A27625B96,1,IU-IN
10145,%,%,SM,VAC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BF22185E0404F0A27625B96,1,IU-IN
10146,%,%,SM,VFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BF32185E0404F0A27625B96,1,IU-IN
10147,%,%,SM,VMF,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BF42185E0404F0A27625B96,1,IU-IN
10148,%,%,SM,VML,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BF52185E0404F0A27625B96,1,IU-IN
10149,%,%,SM,VNL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BF62185E0404F0A27625B96,1,IU-IN
10150,%,%,SM,VTE,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BF72185E0404F0A27625B96,1,IU-IN
10151,%,%,SM,WTH,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BF82185E0404F0A27625B96,1,IU-IN
10152,%,%,SS,ABS,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C092185E0404F0A27625B96,1,IU-IN
10153,%,%,SS,ADW,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C0A2185E0404F0A27625B96,1,IU-IN
10154,%,%,SS,AFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C0B2185E0404F0A27625B96,1,IU-IN
10155,%,%,SS,AMC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C0C2185E0404F0A27625B96,1,IU-IN
10156,%,%,SS,AML,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C0D2185E0404F0A27625B96,1,IU-IN
10157,%,%,SS,ANV,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C0E2185E0404F0A27625B96,1,IU-IN
10158,%,%,SS,AWB,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C0F2185E0404F0A27625B96,1,IU-IN
10159,%,%,SS,CAL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C102185E0404F0A27625B96,1,IU-IN
10160,%,%,SS,CPF,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C112185E0404F0A27625B96,1,IU-IN
10161,%,%,SS,CPH,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C122185E0404F0A27625B96,1,IU-IN
10162,%,%,SS,CPM,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C132185E0404F0A27625B96,1,IU-IN
10163,%,%,SS,CPT,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C142185E0404F0A27625B96,1,IU-IN
10164,%,%,SS,CTD,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C152185E0404F0A27625B96,1,IU-IN
10165,%,%,SS,EWP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C162185E0404F0A27625B96,1,IU-IN
10166,%,%,SS,FNL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C172185E0404F0A27625B96,1,IU-IN
10167,%,%,SS,HAC,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C182185E0404F0A27625B96,1,IU-IN
10168,%,%,SS,HFC,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C192185E0404F0A27625B96,1,IU-IN
10169,%,%,SS,HFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C1A2185E0404F0A27625B96,1,IU-IN
10170,%,%,SS,HIP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C1B2185E0404F0A27625B96,1,IU-IN
10171,%,%,SS,HOC,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C1C2185E0404F0A27625B96,1,IU-IN
10172,%,%,SS,HOF,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C1D2185E0404F0A27625B96,1,IU-IN
10173,%,%,SS,HOL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C1E2185E0404F0A27625B96,1,IU-IN
10174,%,%,SS,HTK,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C1F2185E0404F0A27625B96,1,IU-IN
10175,%,%,SS,INA,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C202185E0404F0A27625B96,1,IU-IN
10176,%,%,SS,IND,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C212185E0404F0A27625B96,1,IU-IN
10177,%,%,SS,INJ,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C222185E0404F0A27625B96,1,IU-IN
10178,%,%,SS,INV,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C232185E0404F0A27625B96,1,IU-IN
